year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD
2017,CRAB,Acinetobacter baumannii,Carbapenems,2.22E-18,54,0,Europe and Central Asia,C048,-0.7,3.3,10.85258754,7054000,15.29326151,24.69294198,87.146,5.6,528.9,0.0151,0.257,1.21,155.7,84,53.63758214,11.3,83.42857143,2.21
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.037,54,2,Europe and Central Asia,C048,-0.7,3.7,11.00049362,7440000,15.2153831,24.98145887,87.431,6.7,669,0.0115,0.248,1.227,179.1,85,53.63758214,10.8,85.71428571,2.14
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.036,112,4,Europe and Central Asia,C048,-0.6,3.6,10.53541722,7616000,14.87585628,25.23766548,87.708,6,654.5,0.0149,0.272,0.881,177.9,85,53.63758214,10.58888889,86.42857143,2.14
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.071,126,9,Europe and Central Asia,C048,0.6,4.7,11.30486977,1957000,14.09078067,25.42072337,87.977,5.4,596.6,0.0168,0.305,0.458,161,85,53.63758214,10.37777778,86.14285714,2.14
2021,CRAB,Acinetobacter baumannii,Carbapenems,0.007,138,1,Europe and Central Asia,C048,-1,3.2,15.33092237,15419263.68,12.71895053,25.48564076,88.23784054,5.8,593.4,0.0124,0.276,1.241,165.9,85,53.63758214,10.16666667,82.55269843,2.067304814
2022,CRAB,Acinetobacter baumannii,Carbapenems,0.027,149,4,Europe and Central Asia,C048,-0.2,4,24.46108645,50137791.04,10.57646547,25.39157921,88.49052161,5.7,1502.8,0.0179,0.286,0.773,205.4,83,53.63758214,9.955555556,82.50677388,1.851914441
2008,CRAB,Acinetobacter baumannii,Carbapenems,0.52,414,215,East Asia and Pacific,C051,21.6,26.4,3.456041318,14584000,24.50151188,131.7861751,41.242,27.1,1685.3,0.231,0.324,0.496,137.8,35,84.7016749,15,95.83616516,2.1
2009,CRAB,Acinetobacter baumannii,Carbapenems,0.63,608,383,East Asia and Pacific,C051,21.8,26.8,3.62030813,14150000,26.79975135,132.7363111,42.543,25.7,2026.2,0.203,0.286,0.605,151,34,84.7016749,15,95.83616516,2.1
2010,CRAB,Acinetobacter baumannii,Carbapenems,0.58,1149,666,East Asia and Pacific,C051,22.4,27.4,3.389728323,15936000,26.09715011,133.6305056,43.856,26.1,1624.1,0.211,0.288,1.405,137.3,35,84.7016749,14.7,95.83616516,2.1
2011,CRAB,Acinetobacter baumannii,Carbapenems,0.6,1224,734,East Asia and Pacific,C051,21.6,26.4,3.568256208,19230000,23.38223445,134.4963613,44.698,27.3,1825,0.27,0.49,0.36,142,34,84.73123732,15.3,95.83616516,2.1
2012,CRAB,Acinetobacter baumannii,Carbapenems,0.59,1272,750,East Asia and Pacific,C051,22.3,27.3,3.522939793,22354000,23.78911422,135.3657793,45.445,25.3,1527.7,0.19,0.266,1.023,127.7,37,84.7574649,14.8,95.83616516,2.1
2013,CRAB,Acinetobacter baumannii,Carbapenems,0.55,1147,631,East Asia and Pacific,C051,22,26.9,3.453133784,26547000,23.73593706,136.1909648,46.193,27.4,1503.6,0.208,0.293,1.234,130.8,35,84.78372318,14.9,96.55045088,2.1
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.56,1004,562,East Asia and Pacific,C051,21.9,27,3.684479772,24810000,23.97712681,136.939347,46.943,25.8,1659.1,0.168,0.231,0.845,134,38,84.8100561,14.7,96.55045088,2.1
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.55,1102,606,East Asia and Pacific,C051,22.3,27.4,3.85228623,29923000,28.36870969,137.5920394,47.694,23.5,2029,0.164,0.211,1.392,153.8,38,84.83642681,13.7,96.69330802,2.1
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.46,164,75,East Asia and Pacific,C051,22.2,27,3.852767715,35592000,27.87629489,138.7739083,49.2,22.7,1366.5,0.254,0.383,1.202,122.5,37,84.88930104,12.8,96.69330802,2.1
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.5,361,180,East Asia and Pacific,C051,22.2,27,3.869051944,38178000,28.9859899,139.2233201,49.949,24.4,1600.9,0.22,0.348,0.954,129.7,36,84.91559496,12.4,94.26473659,2.1
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.5,639,320,East Asia and Pacific,C051,22.4,27.6,3.861980212,39916000,27.72084895,139.5755701,50.692,23.6,1688.5,0.175,0.209,1.857,137.9,36,84.94168096,11.98221827,94.26473659,2.1
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.54,783,423,East Asia and Pacific,C051,22.4,27.5,4.345780738,39916000,29.55669597,139.9042142,51.43,24.8,2118,0.185,0.206,1.596,157.2,36,84.9675933,11.56443654,88.28571429,2.1
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.71,140,99,Middle East and North Africa,C052,15.3,20.8,6.258562857,5724000,44.45805881,75.21670314,68.346,19.3,328.9,0.00193,0.000438,1.896,48.6,41,85.27073666,37.6,97.14285714,2.18
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.82,231,189,Middle East and North Africa,C052,15,20.4,6.186577058,7052000,45.38337909,76.0262809,68.642,16.6,360.1,0.00222,0.000245,1.377,52.4,42,84.9842421,38.1,96.85714286,2.18
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.83,210,174,Middle East and North Africa,C052,15.1,20.5,5.94643465,8299000,46.95498749,76.80896627,68.945,19.1,287.8,0.00283,0.000257,1.507,43.4,43,84.69608731,38,96.42857143,2.18
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.82,112,92,Middle East and North Africa,C052,15.1,20.5,5.45249886,9429000,48.05763003,77.55737642,69.254,17,181.1,0.00388,0.000508,1.34,33.5,43,84.40589989,38.12231147,96.85714286,2.18
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.9,103,93,Middle East and North Africa,C052,15.2,20.6,6.425731865,2012000,40.77302001,78.28091529,69.568,17.1,160.2,0.0025,0.000202,2.015,32.9,44,84.11333932,37.92772506,96.28571429,2.18
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.9,1401,1261,Europe and Central Asia,C053,6.9,12.5,4.325178561,41627000,22.39496837,101.49302,73.077,26.6,677.9,0.075,0.0274,1.323,115,45,53.63758214,39.2,94.42857143,2.68
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.89,2381,2119,Europe and Central Asia,C053,6.2,11.8,4.11690405,41114000,21.86659228,103.486322,73.611,27.2,562.6,0.0832,0.0537,0.806,102.3,20.8,53.63758214,39.8,95.28571429,2.68
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.93,2373,2207,Europe and Central Asia,C053,6.3,12.2,4.284692211,30907000,21.55793496,105.2705768,74.134,24.5,719.7,0.0712,0.0391,1.566,127,41,53.63758214,38.5,95.85714286,2.75
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.92,2540,2337,Europe and Central Asia,C053,6,11.9,4.179749844,37970000,22.28979775,106.6614165,74.644,26,617.1,0.0659,0.0292,0.741,116.8,40,53.63758214,37.5,94.14285714,2.81
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.92,2643,2432,Europe and Central Asia,C053,7.6,13.2,4.123638312,46113000,22.61772771,107.5962527,75.143,25.7,565.2,0.0841,0.0361,2.596,104,41,53.63758214,36.7,95.85714286,2.85
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.91,2390,2175,Europe and Central Asia,C053,6.8,12.5,4.224615244,51747000,22.31467742,108.4698933,75.63,25.6,592.6,0.0832,0.0687,1.651,110.6,39,53.63758214,35.9,96.71428571,2.85
2007,CRAB,Acinetobacter baumannii,Carbapenems,0.45,691,311,East Asia and Pacific,C050,5.2,9.8,7.77902719,8347000,18.75071524,351.1687243,88.146,25.9,1705,1.39,0.549,1.804,235.8,57,53.63758214,15.7,91.65457869,13.87
2008,CRAB,Acinetobacter baumannii,Carbapenems,0.51,828,422,East Asia and Pacific,C050,6,10.5,8.088168935,8351000,18.82937873,351.3388203,89.103,24.6,1836.3,1.43,0.541,1.195,243.4,57,53.63758214,14.9,90.27131663,13.71
2009,CRAB,Acinetobacter baumannii,Carbapenems,0.59,898,530,East Asia and Pacific,C050,5.9,10.5,8.953884717,6790000,18.70581605,351.2949246,89.989,24.8,1791,1.1,0.376,1.371,223.2,56,53.63758214,15.3,92.69988806,13.62
2010,CRAB,Acinetobacter baumannii,Carbapenems,0.57,929,530,East Asia and Pacific,C050,5,9.2,9.060499955,8611000,18.07275369,351.3580247,90.812,26.2,1802.3,0.981,0.446,0.459,238,58,53.63758214,16.7,93.98560234,13.51
2011,CRAB,Acinetobacter baumannii,Carbapenems,0.64,967,619,East Asia and Pacific,C050,4.6,9.1,10.47352384,6219000,16.25937635,350.7078189,91.069,23.1,1750.4,0.995,0.425,1.667,224.6,61,53.63758214,20.6,94.00658004,13.4
2012,CRAB,Acinetobacter baumannii,Carbapenems,0.64,955,611,East Asia and Pacific,C050,5.5,9.8,10.65293733,8358000,16.06931222,350.1481481,91.148,21.6,1785.4,1.44,0.655,1.512,231.9,61,53.63758214,21.3,94.86372289,13.35
2013,CRAB,Acinetobacter baumannii,Carbapenems,0.65,770,500,East Asia and Pacific,C050,5.3,10,10.6548296,10364000,15.73908798,349.6433471,91.226,21.1,1841.6,1.18,0.488,0.782,248.5,61,53.63758214,19.4,94.43515146,13.3
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.52,532,277,East Asia and Pacific,C050,5.4,10.2,10.71211885,13413000,15.88214105,349.1796982,91.304,24.2,1904.4,0.814,0.353,2.169,243.2,61,53.63758214,19.7,95.00658004,13.21
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.57,577,329,East Asia and Pacific,C050,6.5,11.1,10.74041286,19737000,15.91701423,348.8093278,91.381,21.7,1563.7,1.02,0.387,1.972,218.2,62,53.63758214,22.5,92.86372289,13.17
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.6,616,370,East Asia and Pacific,C050,6.6,11.2,10.66581016,24039000,15.96279055,348.6310014,91.457,20,1876.2,1.53,0.682,1.859,233.3,61,53.63758214,19.8,95.72086575,13.11
1999,CRAB,Acinetobacter baumannii,Carbapenems,0.06,452,27,North America,C055,2.6,9,12.44126184,84362782,58.55420127,30.48084346,78.87708964,12.9,735,0.0535,0.164,0.758,102.7,75,53.63758214,27.8,90.83625481,3.363196635
2000,CRAB,Acinetobacter baumannii,Carbapenems,0.09,681,61,North America,C055,2.8,9,12.47666674,78343000,55.6100775,30.79730133,79.057,12.9,729.8,0.0522,0.133,1,100.5,78,53.63758214,27.8,90.41516637,3.49
2001,CRAB,Acinetobacter baumannii,Carbapenems,0.14,887,124,North America,C055,3,9.2,13.14153758,70975000,54.66393591,31.10362839,79.234,12.6,762,0.0522,0.149,0.786,106.6,76,53.63758214,29.7,90.27230923,3.47
2002,CRAB,Acinetobacter baumannii,Carbapenems,0.2,955,191,North America,C055,3.1,9.3,13.95649086,64434000,54.78593244,31.39354993,79.409,12.2,806.2,0.0574,0.16,0.951,109.8,77,53.63758214,29.2,90.27230923,3.39
2003,CRAB,Acinetobacter baumannii,Carbapenems,0.18,998,180,North America,C055,3.1,9.2,14.45122768,62082000,55.01500359,31.66453462,79.583,11.9,759.8,0.0561,0.182,0.99,108.7,75,53.63758214,29.8,91.70088066,3.33
2004,CRAB,Acinetobacter baumannii,Carbapenems,0.18,1187,214,North America,C055,3.2,9.2,14.49009264,67606000,54.57042524,31.95894507,79.757,11.4,746.7,0.0547,0.146,0.863,105.4,75,53.63758214,27.4,91.8437378,3.26
2005,CRAB,Acinetobacter baumannii,Carbapenems,0.23,1143,263,North America,C055,3.4,9.5,14.50937229,71484000,54.52131579,32.2548766,79.928,12.3,722,0.0523,0.14,1.153,103.6,76,53.63758214,29.7,91.8437378,3.2
2006,CRAB,Acinetobacter baumannii,Carbapenems,0.21,890,187,North America,C055,3.3,9.6,14.63622744,183178000,53.69443478,32.56739985,80.099,11.1,764.7,0.0512,0.128,1.026,107.6,73,53.63758214,29.3,91.8437378,3.18
2007,CRAB,Acinetobacter baumannii,Carbapenems,0.35,860,301,North America,C055,3.2,9.4,14.84013277,175299000,53.65125226,32.87861136,80.269,11.5,780.3,0.0432,0.107,1.143,106.8,72,53.63758214,27.9,91.8437378,3.14
2008,CRAB,Acinetobacter baumannii,Carbapenems,0.39,757,295,North America,C055,2.4,8.6,15.12527011,175703000,52.48954057,33.24368685,80.438,10.5,765.9,0.054,0.117,0.212,106.9,73,53.63758214,27.8,91.98659494,3.13
2009,CRAB,Acinetobacter baumannii,Carbapenems,0.5,603,302,North America,C055,2.6,8.7,16.10738661,160508000,51.48030062,33.53639923,80.606,9.5,769.3,0.0573,0.117,0.398,107.4,75,53.63758214,28.7,90.27230923,3.08
2010,CRAB,Acinetobacter baumannii,Carbapenems,0.44,419,184,North America,C055,3.1,9.1,16.09899908,162275000,51.13159415,33.81578008,80.772,9.4,726.2,0.0502,0.121,0.695,102.5,71,53.63758214,28.6,91.55802351,3.05
2011,CRAB,Acinetobacter baumannii,Carbapenems,0.37,365,135,North America,C055,2.9,9.1,16.01974463,147271421.9,51.05164191,34.06244395,80.944,9.5,802.6,0.0586,0.128,0.537,108.8,71,53.63758214,29.2,92.41516637,2.97
2012,CRAB,Acinetobacter baumannii,Carbapenems,0.35,240,84,North America,C055,3.4,9.8,15.97576641,171629890.6,51.15852931,34.31324483,81.119,8.8,781,0.0474,0.13,1.448,107.9,73,53.63758214,25.1,91.70088066,2.93
2013,CRAB,Acinetobacter baumannii,Carbapenems,0.35,263,92,North America,C055,2.7,8.9,15.82098833,179309906.3,50.47715374,34.55181319,81.299,8.5,860.3,0.0532,0.115,0.614,112.4,73,53.63758214,24.7,91.98659494,2.89
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.27,269,73,North America,C055,3,9.2,16.00899887,178311359.4,49.18666145,34.8061343,81.483,8.5,789.7,0.0516,0.137,0.501,108.4,74,53.63758214,25,92.41516637,2.83
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.26,274,71,North America,C055,3.8,10,16.28466612,176864531.3,48.62708498,35.06332868,81.671,8.1,819.7,0.0564,0.131,1.531,111.1,76,53.63758214,25.2,92.55802351,2.8
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.3,319,96,North America,C055,4.3,10.5,16.58075461,175261484.4,48.86335637,35.31834714,81.862,7.5,860.5,0.0518,0.145,2.224,114.3,74,53.63758214,25,92.98659494,2.77
2000,CRAB,Acinetobacter baumannii,Carbapenems,0.54,65,35,Latin America and the Caribbean,C056,20.3,25.3,7.349016717,602000,54.08254405,27.6942679,87.559,18.5,1790,0.385,0.651,0.298,153,27,53.63758214,10.3,62.38326206,0.800000012
2001,CRAB,Acinetobacter baumannii,Carbapenems,0.42,100,42,Latin America and the Caribbean,C056,20.7,25.8,7.859209855,792000,54.9824662,28.20724789,87.85,22.6,1934.3,0.343,0.533,0.626,155.7,28,53.63758214,10.4,74.09754777,0.800000012
2002,CRAB,Acinetobacter baumannii,Carbapenems,0.14,118,17,Latin America and the Caribbean,C056,20.8,25.8,7.720838527,590000,53.82577665,28.71824613,87.876,20.8,2000.9,0.387,0.644,0.864,160.9,25,53.63758214,10.5,74.5261192,0.800000012
2003,CRAB,Acinetobacter baumannii,Carbapenems,0.42,188,79,Latin America and the Caribbean,C056,21.2,26.1,7.500918666,435000,49.55294706,29.22966839,87.902,23.6,2105.2,0.416,0.675,0.912,167.2,24,53.63758214,10.8,76.81183349,0.9
2004,CRAB,Acinetobacter baumannii,Carbapenems,0.36,313,113,Latin America and the Caribbean,C056,20.9,25.8,6.781316164,618000,45.81498881,29.73405929,87.928,20.5,1989,0.425,0.721,0.676,158.1,23,53.63758214,11.5,81.5261192,0.9
2005,CRAB,Acinetobacter baumannii,Carbapenems,0.43,194,83,Latin America and the Caribbean,C056,21.1,25.9,6.054475915,846000,53.50846169,30.23500368,87.954,21.6,2042.6,0.384,0.557,0.933,161.5,23,53.63758214,12.2,85.24040492,0.9
2006,CRAB,Acinetobacter baumannii,Carbapenems,0.4,293,117,Latin America and the Caribbean,C056,21.2,25.8,8.089712008,883000,43.16394407,30.72624114,87.98,20.9,2010.7,0.417,0.644,0.674,159.3,23,53.63758214,13.1,76.38326206,0.9
2007,CRAB,Acinetobacter baumannii,Carbapenems,0.62,317,197,Latin America and the Caribbean,C056,21,25.8,7.772301031,898000,48.31311312,31.20582393,88.006,21.6,1572,0.419,0.622,0.76,140.5,20,53.63758214,13.9,72.24040492,1.3
2008,CRAB,Acinetobacter baumannii,Carbapenems,0.5,432,216,Latin America and the Caribbean,C056,20.9,25.7,6.404551191,702000,60.15275576,31.66921716,88.031,21.5,2275.8,0.434,0.672,0.518,170.3,19,53.63758214,14.6,70.95469063,1.3
2009,CRAB,Acinetobacter baumannii,Carbapenems,0.41,406,166,Latin America and the Caribbean,C056,21.2,26.1,7.550159673,567000,65.60511989,32.11597075,88.057,20.1,2102.8,0.316,0.468,0.816,171,19,53.63758214,15,73,1.1
2010,CRAB,Acinetobacter baumannii,Carbapenems,0.82,541,444,Latin America and the Caribbean,C056,21.4,26.2,6.829588113,535000,62.11984079,32.55486877,88.083,24.6,1821.9,0.525,0.749,1.227,156.7,20,53.63758214,16,72.85714286,1.1
2011,CRAB,Acinetobacter baumannii,Carbapenems,0.69,202,139,Latin America and the Caribbean,C056,21,25.8,7.177066439,625000,57.08923359,32.98697239,88.108,22.7,1855.4,0.474,0.736,0.601,159.5,19,53.63758214,17.6,74.14285714,0.93
2012,CRAB,Acinetobacter baumannii,Carbapenems,0.79,177,140,Latin America and the Caribbean,C056,20.8,25.7,6.772952486,1061000,55.72266745,33.41128734,88.123,21.6,1605.4,0.434,0.684,0.513,139.1,19,53.63758214,18.7,76,0.93
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.92,64,59,Europe and Central Asia,C024,20.3,26.6,12.8689386,8281375.664,33.0913946,404.8811115,58.45216456,50.1,80.8,0.000735,0,1.5495,23.6,33,53.63758214,14.9,86.63210723,3.082014722
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.9,30,27,Europe and Central Asia,C024,20.7,27.2,11.8956532,8281375.664,33.0913946,404.8811115,58.45216456,64.4,101,0.00038,0,1.7225,23.9,33,53.63758214,12.5,86.63210723,3.082014722
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.95,41,39,Europe and Central Asia,C024,20.7,27.2,11.1223712,8281375.664,33.0913946,404.8811115,58.45216456,54.4,127.8,5.09E-05,0,1.586,29.7,36,53.63758214,16.7,86.63210723,3.082014722
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.89,70,62,Europe and Central Asia,C024,20.4,27.1,10.66571805,8281375.664,33.0913946,404.8811115,58.45216456,57.9,97.6,7.61E-05,0,1.2755,21.8,39,53.63758214,13.7,86.63210723,3.082014722
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.87,60,52,Europe and Central Asia,C024,21.3,27.6,10.10640846,8281375.664,33.0913946,404.8811115,58.45216456,63.7,155,0.00545,0.0002,2.2745,31.4,37,53.63758214,10.5,86.63210723,3.082014722
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.93,45,42,Europe and Central Asia,C024,20.9,27.1,9.43419212,8281375.664,33.0913946,404.8811115,58.45216456,57.1,93.7,0.00071,0,1.955,27.6,36,53.63758214,10.5,86.63210723,3.082014722
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.85,59,50,Europe and Central Asia,C024,20.9,27,9.844950811,8281375.664,33.0913946,404.8811115,58.45216456,56.4,130.2,0.00104,0,1.761,28.2,36,53.63758214,10.5,86.63210723,3.082014722
2011,CRAB,Acinetobacter baumannii,Carbapenems,0.58,463,269,Sub-Saharan Africa,C045,7.5,12.2,7.944344012,12097000,41.03651838,43.2311906,62.746,21.7,1666.6,0.16,0.249,1.354,125.5,41,43.34615481,21.8,72.57142857,2.3
2012,CRAB,Acinetobacter baumannii,Carbapenems,0.77,1683,1296,Sub-Saharan Africa,C045,7.5,12.2,8.004289448,13069000,41.63955021,43.80963737,63.272,22.5,1228.9,0.183,0.228,1.931,109.9,43,43.34615481,22.4,71,2.3
2013,CRAB,Acinetobacter baumannii,Carbapenems,0.75,1937,1453,Sub-Saharan Africa,C045,7.9,12.8,8.103224255,14318000,42.10569868,44.41023832,63.793,24.9,1321,0.0935,0.118,1.234,113.1,42,43.47679106,22,75.42857143,2.3
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.74,1443,1068,Sub-Saharan Africa,C045,8.1,12.9,7.87136537,14530000,42.70526191,45.11582076,64.312,26,1184.9,0.0873,0.0545,2.431,115.8,44,43.60692839,25,81.71428571,2.3
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.71,2432,1727,Sub-Saharan Africa,C045,8.3,13.2,8.053043472,13952000,41.25089441,46.0613013,64.828,24.4,1396.3,0.0677,0.048,2.125,116.8,44,43.73631358,24.9,81.14285714,2.3
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.73,2904,2120,Sub-Saharan Africa,C045,8.7,13.5,8.07959481,15121000,41.35696618,46.51120197,65.341,24,1009.3,0.139,0.0864,2.046,102.1,45,43.86494525,25.1,81.71428571,2.3
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.79,2980,2354,Sub-Saharan Africa,C045,8.1,13,8.05990034,15004000,41.62373719,47.26742039,66.355,21.4,1355.3,0.146,0.105,2.412,108.5,43,44.11920012,25.7,79.14285714,2.3
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.8,2330,1864,Sub-Saharan Africa,C045,8.6,13.6,8.223169058,14797000,40.43107319,47.88354945,66.856,21.9,1715.7,0.148,0.122,2.34,119.5,44,44.24482404,26.06902388,83.71428571,2.3
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.74,4502,3331,Sub-Saharan Africa,C045,8.4,13.2,8.54647611,3886600.098,36.55577814,48.47284785,67.354,20.9,1436,0.238,0.371,2.228,116,44,44.36969325,26.67299412,83.14285714,2.3